TIME_StartTime,IMU_AccX,IMU_AccY,IMU_AccZ,IMU_GyroX,IMU_GyroY,IMU_GyroZ,IMU_MagX,IMU_MagY,IMU_MagZ,IMU_tA,IMU_tG,IMU_tM,SENS_BaroPres,SENS_BaroAlt,SENS_BaroTemp,SENS_DiffPres,SENS_DiffPresFilt,ATT_qw,ATT_qx,ATT_qy,ATT_qz,ATT_Roll,ATT_Pitch,ATT_Yaw,ATT_RollRate,ATT_PitchRate,ATT_YawRate,ATT_GX,ATT_GY,ATT_GZ,ATTC_Roll,ATTC_Pitch,ATTC_Yaw,ATTC_Thrust,OUT0_Out0,OUT0_Out1,OUT0_Out2,OUT0_Out3,OUT0_Out4,OUT0_Out5,OUT0_Out6,OUT0_Out7,LPOS_X,LPOS_Y,LPOS_Z,LPOS_Dist,LPOS_DistR,LPOS_VX,LPOS_VY,LPOS_VZ,LPOS_RLat,LPOS_RLon,LPOS_RAlt,LPOS_PFlg,LPOS_GFlg,LPOS_EPH,LPOS_EPV
189032801,-0.789099156857,-7.22882938385,-6.60786485672,-0.0815235674381,-0.00483646942303,-0.0309634320438,0.0788073092699,0.550474405289,0.231216236949,49.6454277039,49.6454277039,52.625,984.599975586,241.264007568,51.9899978638,0.0,0.0,-0.606431245804,-0.226679012179,0.31532984972,0.693847894669,0.79542350769,-0.0679424926639,-1.73360419273,-0.107388719916,-0.00875275861472,-0.0579396188259,-0.789099156857,-7.22882938385,-6.60786485672,0.0,0.0,0.0,0.0500000007451,1118.0,1118.0,1118.0,1118.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-3.29055762291,0.0,0.0,0.0,0.0,-0.105339549482,0.0,0.0,0.0,10,0,20.0,1.91393232346
189044631,-0.324719071388,-7.2698597908,-6.49444198608,-0.108942486346,-0.0142456637695,-0.03840149194,0.0475191026926,0.527693450451,0.22535738349,49.6454277039,49.6454277039,52.75,984.599975586,241.264007568,51.9899978638,0.0,0.0,-0.606433451176,-0.226238667965,0.314830720425,0.694216310978,0.793990492821,-0.0677825212479,-1.73400235176,-0.141768544912,-0.041185349226,-0.0573710724711,-0.324719071388,-7.2698597908,-6.49444198608,0.0,0.0,0.0,0.0500000007451,1118.0,1118.0,1118.0,1118.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-3.29231643677,0.0,0.0,0.0,0.0,-0.106717988849,0.0,0.0,0.0,10,0,20.0,1.91399240494
189055434,-0.310202002525,-6.8357167244,-6.52325296402,-0.118153259158,-0.0204413514584,-0.0365480333567,0.0416202582419,0.517522931099,0.221340164542,49.6454277039,49.6454277039,52.75,984.619995117,241.093612671,51.9899978638,0.0,0.0,-0.60640847683,-0.225786298513,0.314357638359,0.694599628448,0.79258698225,-0.0676476806402,-1.7344776392,-0.113585628569,-0.0470915585756,-0.0458598360419,-0.310202002525,-6.8357167244,-6.52325296402,0.0,0.0,0.0,0.0500000007451,1118.0,1118.0,1118.0,1118.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-3.29462718964,0.0,0.0,0.0,0.0,-0.107433974743,0.0,0.0,0.0,10,0,20.0,1.91405248642
189066863,-0.315276324749,-6.66430568695,-6.51432800293,-0.0966993421316,-0.0171444434673,-0.036183796823,0.0280449781567,0.547754943371,0.261780560017,49.6204986572,49.6204986572,52.75,984.570007324,241.519607544,51.9899978638,0.0,0.0,-0.60631108284,-0.225335389376,0.313948184252,0.695016145706,0.79129743576,-0.067528359592,-1.7351295948,-0.115430690348,-0.0721300691366,-0.0510495342314,-0.315276324749,-6.66430568695,-6.51432800293,0.0,0.0,0.0,0.0500000007451,1118.0,1118.0,1118.0,1118.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-3.29588246346,0.0,0.0,0.0,0.0,-0.106057241559,0.0,0.0,0.0,10,0,20.0,1.91411244869
189078859,-0.613683462143,-6.66627693176,-6.69504451752,-0.0723943710327,-0.0326774790883,-0.0438976846635,0.0732617974281,0.54847663641,0.223977103829,49.6204986572,49.6204986572,52.75,984.599975586,241.264007568,51.9899978638,0.0,0.0,-0.60622304678,-0.225037425756,0.313677728176,0.695311486721,0.790447354317,-0.067426212132,-1.73561799526,-0.0589161925018,-0.0343811549246,-0.0424760989845,-0.613683462143,-6.66627693176,-6.69504451752,0.0,0.0,0.0,0.0500000007451,1118.0,1118.0,1118.0,1118.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-3.2997033596,0.0,0.0,0.0,0.0,-0.105438381433,0.0,0.0,0.0,10,0,20.0,1.91417276859
189090065,-0.536443591118,-6.94896841049,-6.67863941193,-0.0509050227702,-0.055876493454,-0.0495049133897,0.0383557826281,0.521024882793,0.227954402566,49.6232681274,49.6232681274,52.75,984.599975586,241.264007568,51.9899978638,0.0,0.0,-0.605937838554,-0.224642544985,0.313579440117,0.695732116699,0.789768159389,-0.0674884468317,-1.73668241501,-0.0714922249317,-0.0839911028743,-0.0852241888642,-0.536443591118,-6.94896841049,-6.67863941193,0.0,0.0,0.0,0.0500000007451,1118.0,1118.0,1118.0,1118.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-3.30193853378,0.0,0.0,0.0,0.0,-0.104756273329,0.0,0.0,0.0,10,0,20.0,1.91423261166
189090065,-0.536443591118,-6.94896841049,-6.67863941193,-0.0509050227702,-0.055876493454,-0.0495049133897,0.0383557826281,0.521024882793,0.227954402566,49.6232681274,49.6232681274,52.75,984.599975586,241.264007568,51.9899978638,0.0,0.0,-0.605937838554,-0.224642544985,0.313579440117,0.695732116699,0.789768159389,-0.0674884468317,-1.73668241501,-0.0714922249317,-0.0839911028743,-0.0852241888642,-0.536443591118,-6.94896841049,-6.67863941193,0.0,0.0,0.0,0.0500000007451,1118.0,1118.0,1118.0,1118.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-3.30193853378,0.0,0.0,0.0,0.0,-0.104756273329,0.0,0.0,0.0,10,0,20.0,1.91423261166
189101978,-0.538421273232,-6.89526557922,-6.60917377472,-0.0272647868842,-0.0714328661561,-0.0520271658897,0.0285954345018,0.552141904831,0.26111805439,49.6149597168,49.6149597168,52.75,984.649963379,240.838027954,51.9799995422,0.0,0.0,-0.605624377728,-0.224305003881,0.313656896353,0.696078836918,0.789463281631,-0.067700304091,-1.73776447773,-0.0314894244075,-0.0786787569523,-0.0498572140932,-0.538421273232,-6.89526557922,-6.60917377472,0.0,0.0,0.0,0.0500000007451,1118.0,1118.0,1118.0,1118.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-3.3033156395,0.0,0.0,0.0,0.0,-0.103948451579,0.0,0.0,0.0,10,0,20.0,1.91429281235
189113077,-0.523187100887,-6.68574333191,-6.35673952103,-0.0254126787186,-0.0681400895119,-0.0501336753368,0.067567974329,0.546493411064,0.228583797812,49.634349823,49.634349823,52.75,984.639953613,240.923217773,51.9799995422,0.0,0.0,-0.60543859005,-0.224066674709,0.313698410988,0.696298539639,0.789223849773,-0.0678677260876,-1.73844134808,-0.0211446285248,-0.0916827321053,-0.0369673743844,-0.523187100887,-6.68574333191,-6.35673952103,0.0,0.0,0.0,0.0500000007451,1118.0,1118.0,1118.0,1118.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-3.30312013626,0.0,0.0,0.0,0.0,-0.101983711123,0.0,0.0,0.0,10,0,20.0,1.91435241699
189125084,-0.501831412315,-6.68756580353,-6.36206960678,-0.0357143655419,-0.0837547034025,-0.0423504151404,0.0499385818839,0.527761340141,0.232203170657,49.6288070679,49.6288070679,52.75,984.639953613,240.923217773,51.9799995422,0.0,0.0,-0.605181574821,-0.223630204797,0.31375169754,0.696638226509,0.78874194622,-0.0682277232409,-1.73947548866,-0.0621898248792,-0.100496530533,-0.0571354515851,-0.501831412315,-6.68756580353,-6.36206960678,0.0,0.0,0.0,0.0500000007451,1118.0,1118.0,1118.0,1118.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-3.30323028564,0.0,0.0,0.0,0.0,-0.098241776228,0.0,0.0,0.0,10,0,20.0,1.91441357136
